follower_count,followed_count,bio,bio_Length,Bio_emoji_Count,#_tags_in_bio,Count_Uploads,isPrivate,Username_len,DigitsInUsername,FullName_len,has_ProfilePicture,Count_Mutual,isVerified,Class
66,3213,[],0,0,0,22,0,9,5,0,1,0,0,1
0,430,[],0,0,0,0,1,17,3,0,0,0,0,1
79,1916,[],0,0,0,5,0,15,0,0,1,0,0,1
56,236,[],0,0,0,4,0,11,0,0,1,0,0,1
100,7176,"['ᗩGE', 'YO', 'ربي', 'قد', 'عز', 'عليا', 'طلبي', 'وهو', 'عليك', 'هين', 'فـ', 'اللهم', 'إستجب']",24,25,0,4,0,8,6,7,1,0,0,1
50,5723,[],0,0,0,42,1,9,4,5,1,0,0,1
168,5161,"['زندگی', 'زیباست', 'اگه', 'مهربون', 'تر', 'باشیم']",6,6,0,22,1,8,0,4,1,0,0,1
52,473,[],0,0,0,4,0,6,2,0,1,0,0,1
55,979,[],0,0,0,22,0,13,4,0,1,0,0,1
98,6337,[],0,0,0,16,0,13,2,0,1,0,0,1
155,1614,[],0,0,0,22,1,17,4,0,1,0,0,1
139,4357,"['از', 'دست', 'نده']",3,1,0,87,0,9,5,8,1,0,0,1
206,2824,[],0,0,0,6,0,9,4,0,1,0,0,1
67,2887,[],0,0,0,22,0,12,4,12,1,0,0,1
127,7045,[],0,0,0,22,0,12,4,12,1,0,0,1
486,903,[],0,0,0,46,0,9,0,0,1,0,0,1
62,904,[],0,0,0,23,0,8,3,0,1,0,0,1
85,3163,[],0,0,0,6,0,9,2,0,1,0,0,1
131,7033,[],0,0,0,4,0,10,3,8,1,0,0,1
133,4619,[],0,0,0,4,0,13,0,0,1,0,0,1
197,343,"['ˢᵗᵒᵖ', 'ˢᵉᵗᵗᶦⁿᵍ', 'ʸᵒᵘʳˢᵉˡᶠ', 'ᵒⁿ', 'ᶠᶦʳᵉ', 'ᵗᵒ', 'ᵏᵉᵉᵖ', 'ᵒᵗʰᵉʳˢ', 'ʷᵃʳᵐ', 'واسه', 'گرم', 'کردن', 'بقیه', 'خودت', 'رو', 'به', 'آتش', 'نکش']",19,5,0,1,0,13,3,14,1,0,0,1
69,1635,[],0,0,0,4,0,8,3,0,1,0,0,1
3646,4281,"['پیج', 'شلوارjeanaryanaکانال', 'تلگرام']",7,3,0,49,0,12,0,27,1,0,0,1
51,2996,[],0,0,0,23,1,11,0,0,1,0,0,1
70,935,[],0,0,0,12,0,15,0,0,1,0,0,1
120,5111,[],0,0,0,6,0,11,1,0,1,0,0,1
64,6400,[],0,0,0,17,0,11,2,11,0,0,0,1
402,3127,[],0,0,0,4,0,7,3,0,1,0,0,1
90,4175,"['margatsniyab', '𝑺𝑶𝑺', '𝒀𝑶', '𝑰𝑹𝑨𝑸', 'عيناها', 'تقنع', 'الملحدين', 'بأن', 'الله', 'مبدع']",16,15,0,4,0,8,6,7,1,0,0,1
93,1203,[],0,0,0,23,0,12,3,0,1,0,0,1
85,1160,[],0,0,0,23,0,9,0,8,1,0,0,1
92,4960,[],0,0,0,22,0,8,0,0,1,0,0,1
91,579,[],1,0,0,22,0,13,7,0,1,0,0,1
159,7241,[],0,0,0,10,0,13,2,16,1,0,0,1
154,7127,[],0,0,0,5,0,9,4,5,1,0,0,1
57,477,[],0,0,0,0,0,9,0,0,1,0,0,1
1267,4470,"['حواستو', 'بدع', 'ب', 'ماهتچراغائ', 'شهر', 'ارزش', 'ندارن']",8,17,0,18,0,15,4,16,1,0,0,1
439,851,"['my', 'life', 'is', 'what', ""I'm"", 'fighting', 'for']",7,4,0,0,1,14,0,2,1,0,0,1
60,1326,[],0,0,0,4,0,12,4,0,1,0,0,1
177,7448,[],0,0,0,11,0,8,5,0,1,0,0,1
58,1084,"['و', 'یک', 'نفر', 'در', 'اینجا', 'برای', 'نفـــــس', 'کشیدن', 'تـــــو', 'را', 'بهانه', 'می', 'کند']",13,14,0,22,0,11,0,0,1,0,0,1
80,6456,[],1,1,0,23,0,9,2,6,1,0,0,1
571,2411,[],22,0,0,53,0,13,0,6,1,0,0,1
119,3709,[],1,2,0,6,0,9,0,9,1,0,0,1
119,3181,[],0,0,0,22,1,11,1,12,1,0,0,1
630,4170,[],0,0,0,4,0,12,2,10,1,0,0,1
97,4921,[],0,0,0,22,0,10,4,0,1,0,0,1
175,7362,"['دخترک', 'دیوونهTehranMuzikamirmaghareofficial']",5,14,0,4,0,14,2,8,1,0,0,1
255,459,[],2,0,0,0,0,11,0,5,1,0,0,1
1300,1706,[],0,0,0,7,0,17,4,0,1,0,0,1
65,3772,[],1,0,0,5,0,7,4,6,1,0,0,1
343,304,[],0,0,0,9,0,13,0,12,1,0,0,1
59,1986,[],0,0,0,4,0,9,0,4,1,0,0,1
1947,4823,"['با', 'تو', 'من', 'تمام', 'مشکلاتم', 'را', 'فراموش', 'می', 'کنم', 'با', 'تو', 'زمان', 'می', 'ایستد']",14,3,0,9,0,10,2,21,1,0,0,1
49,475,[],0,0,0,5,0,12,8,0,1,0,0,1
82,2419,[],0,0,0,10,0,20,3,0,1,0,0,1
97,4082,"['margatsniyab', '𝑺𝑶𝑺', '𝒀𝑶', '𝑰𝑹𝑨𝑸', 'عيناها', 'تقنع', 'الملحدين', 'بأن', 'الله', 'مبدع', 'margatsniyab']",16,17,0,4,0,8,6,7,1,0,0,1
56,1033,[],0,0,0,11,0,8,0,0,1,0,0,1
2402,4564,"['فقط', 'طرفدار', 'یه', 'نفرم', 'farzadfarzinفرزاد', 'فرزین']",8,3,0,3,0,26,0,0,1,0,0,1
1211,1769,[],0,0,0,1,1,9,0,7,1,0,0,1
657,2674,"['deymahipvوبلاگ', 'شخصی']",4,4,0,32,1,11,0,6,1,0,0,1
68,702,[],0,0,0,4,0,11,5,8,1,0,0,1
141,5024,[],1,0,0,16,1,15,2,13,1,0,0,1
5804,5004,"['๑๑', 'dey', 'mahi', '๑๑', 'kermanshahA', 'diamond', 'boyAF']",12,15,0,3,0,15,1,14,1,0,0,1
75,2431,[],0,0,0,5,0,10,0,8,1,0,0,1
135,557,"['صفحه', 'ساکنین', 'و', 'دوست', 'داران', 'محله', 'قدیمی', 'نارمکاخبار', 'و', 'رویدادهای', 'محله', 'نارمک', 'را', 'در', 'نارمک', 'ما', 'پیگیری', 'کنید', 'سوژه', 'های', 'خود', 'را', 'با', 'ما', 'به', 'اشتراک', 'بگذاریدنارمک']",30,1,1,9,0,9,0,8,1,0,0,1
80,1508,[],0,0,0,23,0,9,0,0,1,0,0,1
115,4841,[],0,0,0,0,1,14,0,5,1,0,0,1
76,2466,[],0,0,0,10,1,18,4,25,1,0,0,1
129,2852,[],4,0,0,10,0,9,2,5,1,0,0,1
101,2745,[],0,0,0,4,0,10,6,0,1,0,0,1
62,648,[],0,0,0,4,0,10,5,10,1,0,0,1
91,2890,[],0,0,0,22,0,18,4,0,1,0,0,1
111,6686,['Teh'],1,1,0,6,1,15,7,14,1,0,0,1
77,468,['Mohsen'],1,1,0,1,0,9,3,6,1,0,0,1
795,2590,['ltgt'],1,3,0,0,0,13,0,14,1,0,0,1
